frame,found,track_id,class,confidence,x1,y1,x2,y2,center_x,center_y
418,0,18,awning-tricycle,,,,,,,
419,0,18,awning-tricycle,,,,,,,
420,0,18,awning-tricycle,,,,,,,
421,0,18,awning-tricycle,,,,,,,
422,0,18,awning-tricycle,,,,,,,
423,0,18,awning-tricycle,,,,,,,
424,0,18,awning-tricycle,,,,,,,
425,0,18,awning-tricycle,,,,,,,
426,0,18,awning-tricycle,,,,,,,
427,0,18,awning-tricycle,,,,,,,
428,0,18,awning-tricycle,,,,,,,
429,0,18,awning-tricycle,,,,,,,
430,0,18,awning-tricycle,,,,,,,
431,0,18,awning-tricycle,,,,,,,
432,0,18,awning-tricycle,,,,,,,
433,0,18,awning-tricycle,,,,,,,
434,0,18,awning-tricycle,,,,,,,
435,0,18,awning-tricycle,,,,,,,
436,0,18,awning-tricycle,,,,,,,
437,0,18,awning-tricycle,,,,,,,
438,0,18,awning-tricycle,,,,,,,
439,0,18,awning-tricycle,,,,,,,
440,0,18,awning-tricycle,,,,,,,
441,0,18,awning-tricycle,,,,,,,
442,0,18,awning-tricycle,,,,,,,
443,0,18,awning-tricycle,,,,,,,
444,0,18,awning-tricycle,,,,,,,
445,0,18,awning-tricycle,,,,,,,
446,0,18,awning-tricycle,,,,,,,
447,0,18,awning-tricycle,,,,,,,
448,0,18,awning-tricycle,,,,,,,
449,0,18,awning-tricycle,,,,,,,
450,0,18,awning-tricycle,,,,,,,
451,0,18,awning-tricycle,,,,,,,
452,0,18,awning-tricycle,,,,,,,
453,0,18,awning-tricycle,,,,,,,
454,0,18,awning-tricycle,,,,,,,
455,0,18,awning-tricycle,,,,,,,
456,0,18,awning-tricycle,,,,,,,
457,0,18,awning-tricycle,,,,,,,
458,0,18,awning-tricycle,,,,,,,
459,0,18,awning-tricycle,,,,,,,
460,0,18,awning-tricycle,,,,,,,
461,0,18,awning-tricycle,,,,,,,
462,0,18,awning-tricycle,,,,,,,
463,0,18,awning-tricycle,,,,,,,
464,0,18,awning-tricycle,,,,,,,
465,0,18,awning-tricycle,,,,,,,
466,0,18,awning-tricycle,,,,,,,
467,0,18,awning-tricycle,,,,,,,
468,0,18,awning-tricycle,,,,,,,
469,0,18,awning-tricycle,,,,,,,
470,0,18,awning-tricycle,,,,,,,
471,0,18,awning-tricycle,,,,,,,
472,0,18,awning-tricycle,,,,,,,
473,0,18,awning-tricycle,,,,,,,
474,0,18,awning-tricycle,,,,,,,
475,0,18,awning-tricycle,,,,,,,
476,0,18,awning-tricycle,,,,,,,
477,0,18,awning-tricycle,,,,,,,
478,0,18,awning-tricycle,,,,,,,
479,0,18,awning-tricycle,,,,,,,
480,0,18,awning-tricycle,,,,,,,
481,0,18,awning-tricycle,,,,,,,
482,0,18,awning-tricycle,,,,,,,
483,0,18,awning-tricycle,,,,,,,
484,0,18,awning-tricycle,,,,,,,
485,0,18,awning-tricycle,,,,,,,
486,0,18,awning-tricycle,,,,,,,
487,0,18,awning-tricycle,,,,,,,
488,0,18,awning-tricycle,,,,,,,
489,0,18,awning-tricycle,,,,,,,
490,0,18,awning-tricycle,,,,,,,
491,0,18,awning-tricycle,,,,,,,
492,0,18,awning-tricycle,,,,,,,
493,0,18,awning-tricycle,,,,,,,
494,0,18,awning-tricycle,,,,,,,
495,0,18,awning-tricycle,,,,,,,
496,0,18,awning-tricycle,,,,,,,
497,0,18,awning-tricycle,,,,,,,
498,0,18,awning-tricycle,,,,,,,
499,0,18,awning-tricycle,,,,,,,
500,0,18,awning-tricycle,,,,,,,
501,0,18,awning-tricycle,,,,,,,
502,0,18,awning-tricycle,,,,,,,
503,0,18,awning-tricycle,,,,,,,
504,0,18,awning-tricycle,,,,,,,
505,0,18,awning-tricycle,,,,,,,
506,0,18,awning-tricycle,,,,,,,
507,0,18,awning-tricycle,,,,,,,
508,0,18,awning-tricycle,,,,,,,
509,0,18,awning-tricycle,,,,,,,
510,0,18,awning-tricycle,,,,,,,
511,0,18,awning-tricycle,,,,,,,
512,0,18,awning-tricycle,,,,,,,
513,0,18,awning-tricycle,,,,,,,
514,0,18,awning-tricycle,,,,,,,
515,0,18,awning-tricycle,,,,,,,
516,0,18,awning-tricycle,,,,,,,
517,0,18,awning-tricycle,,,,,,,
518,0,18,awning-tricycle,,,,,,,
519,0,18,awning-tricycle,,,,,,,
520,0,18,awning-tricycle,,,,,,,
521,0,18,awning-tricycle,,,,,,,
522,0,18,awning-tricycle,,,,,,,
523,0,18,awning-tricycle,,,,,,,
524,0,18,awning-tricycle,,,,,,,
525,0,18,awning-tricycle,,,,,,,
526,0,18,awning-tricycle,,,,,,,
527,0,18,awning-tricycle,,,,,,,
528,0,18,awning-tricycle,,,,,,,
529,0,18,awning-tricycle,,,,,,,
530,0,18,awning-tricycle,,,,,,,
531,0,18,awning-tricycle,,,,,,,
532,0,18,awning-tricycle,,,,,,,
533,0,18,awning-tricycle,,,,,,,
534,0,18,awning-tricycle,,,,,,,
535,0,18,awning-tricycle,,,,,,,
536,0,18,awning-tricycle,,,,,,,
537,0,18,awning-tricycle,,,,,,,
538,0,18,awning-tricycle,,,,,,,
539,0,18,awning-tricycle,,,,,,,
540,0,18,awning-tricycle,,,,,,,
541,0,18,awning-tricycle,,,,,,,
542,0,18,awning-tricycle,,,,,,,
543,0,18,awning-tricycle,,,,,,,
544,0,18,awning-tricycle,,,,,,,
545,0,18,awning-tricycle,,,,,,,
546,0,18,awning-tricycle,,,,,,,
547,0,18,awning-tricycle,,,,,,,
548,0,18,awning-tricycle,,,,,,,
549,0,18,awning-tricycle,,,,,,,
550,0,18,awning-tricycle,,,,,,,
551,0,18,awning-tricycle,,,,,,,
552,0,18,awning-tricycle,,,,,,,
553,0,18,awning-tricycle,,,,,,,
